annee,matiere,territoire,quantite_generee_donnees_agglo,quantite_collectee_donnees_agglo,taux_recuperation_donnees_agglo,ratio_recuperation_donnees_agglo,quantite_generee_donnees_CMM,quantite_collectee_donnees_CMM,taux_recuperation_donnees_CMM,ratio_recuperation_donnees_CMM
2015,Résidus domestiques dangereux,Hampstead,22,14,65%,2,NA,NA,NA,NA
2015,Résidus domestiques dangereux,L'Île-Bizard–Sainte-Geneviève,57,31,54%,2,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Kirkland,70,48,68%,2,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Lachine,105,47,45%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,LaSalle,328,242,74%,3,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Mercier–Hochelaga-Maisonneuve,310,145,47%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Montréal-Est,10,4,36%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Montréal-Nord,211,93,44%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Montréal-Ouest,14,8,56%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Mont-Royal,50,28,56%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Outremont,58,32,56%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Pierrefonds-Roxboro,195,102,52%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Plateau-Mont-Royal (Le),239,105,44%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Pointe-Claire,91,62,69%,2,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Rivière-des-Prairies–Pointe-aux-Trembles,425,299,70%,3,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Rosemont–La Petite-Patrie,535,384,72%,3,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Sainte-Anne-de-Bellevue,14,8,59%,2,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Saint-Laurent,213,106,50%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Saint-Léonard,192,90,47%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Senneville,2,1,49%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Sud-Ouest (Le),299,211,71%,3,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Verdun,143,70,49%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Ville-Marie,195,91,47%,1,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Villeray–Saint-Michel–Parc-Extension,519,336,65%,2,NA,NA,NA,NA
2015,Résidus domestiques dangereux,Westmount,56,34,61%,2,NA,NA,NA,NA
2015,Textiles,Agglomération de Montréal,NA,161,NA,0,NA,NA,NA,NA
2015,Textiles,Ville de Montréal,NA,52,NA,0,NA,NA,NA,NA
2015,Textiles,Ahuntsic-Cartierville,NA,7,NA,0,NA,NA,NA,NA
2015,Textiles,Anjou,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Baie-d'Urfé,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Beaconsfield,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,8,NA,0,NA,NA,NA,NA
2015,Textiles,Côte-Saint-Luc,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Dollard-Des Ormeaux,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Dorval,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Hampstead,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,L'Île-Bizard–Sainte-Geneviève,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Kirkland,NA,5,NA,0,NA,NA,NA,NA
2015,Textiles,Lachine,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,LaSalle,NA,7,NA,0,NA,NA,NA,NA
2015,Textiles,Mercier–Hochelaga-Maisonneuve,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Montréal-Est,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Montréal-Nord,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Montréal-Ouest,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Mont-Royal,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Outremont,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Pierrefonds-Roxboro,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Plateau-Mont-Royal (Le),NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Pointe-Claire,NA,64,NA,2,NA,NA,NA,NA
2015,Textiles,Rivière-des-Prairies–Pointe-aux-Trembles,NA,5,NA,0,NA,NA,NA,NA
2015,Textiles,Rosemont–La Petite-Patrie,NA,13,NA,0,NA,NA,NA,NA
2015,Textiles,Sainte-Anne-de-Bellevue,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Saint-Laurent,NA,2,NA,0,NA,NA,NA,NA
2015,Textiles,Saint-Léonard,NA,1,NA,0,NA,NA,NA,NA
2015,Textiles,Senneville,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Sud-Ouest (Le),NA,3,NA,0,NA,NA,NA,NA
2015,Textiles,Verdun,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Ville-Marie,NA,0,NA,0,NA,NA,NA,NA
2015,Textiles,Villeray–Saint-Michel–Parc-Extension,NA,7,NA,0,NA,NA,NA,NA
2015,Textiles,Westmount,NA,40,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Agglomération de Montréal,NA,1842,NA,1,NA,NA,NA,NA
2015,Autres (produits électroniques),Ville de Montréal,NA,1537,NA,1,NA,NA,NA,NA
2015,Autres (produits électroniques),Ahuntsic-Cartierville,NA,149,NA,1,NA,NA,NA,NA
2015,Autres (produits électroniques),Anjou,NA,3,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Baie-d'Urfé,NA,7,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Beaconsfield,NA,38,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Côte-des-Neiges–Notre-Dame-de-Grâce,NA,226,NA,1,NA,NA,NA,NA
2015,Autres (produits électroniques),Côte-Saint-Luc,NA,41,NA,1,NA,NA,NA,NA
2015,Autres (produits électroniques),Dollard-Des Ormeaux,NA,118,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Dorval,NA,11,NA,1,NA,NA,NA,NA
2015,Autres (produits électroniques),Hampstead,NA,1,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),L'Île-Bizard–Sainte-Geneviève,NA,0,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Kirkland,NA,39,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Lachine,NA,0,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),LaSalle,NA,177,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Mercier–Hochelaga-Maisonneuve,NA,119,NA,1,NA,NA,NA,NA
2015,Autres (produits électroniques),Montréal-Est,NA,0,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Montréal-Nord,NA,0,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Montréal-Ouest,NA,0,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Mont-Royal,NA,0,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Outremont,NA,4,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Pierrefonds-Roxboro,NA,6,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Plateau-Mont-Royal (Le),NA,29,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Pointe-Claire,NA,16,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Rivière-des-Prairies–Pointe-aux-Trembles,NA,230,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Rosemont–La Petite-Patrie,NA,185,NA,1,NA,NA,NA,NA
2015,Autres (produits électroniques),Sainte-Anne-de-Bellevue,NA,11,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Saint-Laurent,NA,11,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Saint-Léonard,NA,7,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Senneville,NA,0,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Sud-Ouest (Le),NA,137,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Verdun,NA,10,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Ville-Marie,NA,0,NA,0,NA,NA,NA,NA
2015,Autres (produits électroniques),Villeray–Saint-Michel–Parc-Extension,NA,244,NA,2,NA,NA,NA,NA
2015,Autres (produits électroniques),Westmount,NA,23,NA,1,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Agglomération de Montréal,NA,531994,NA,269,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Ville de Montréal,NA,470416,NA,272,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Ahuntsic-Cartierville,NA,36061,NA,269,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Anjou,NA,12452,NA,283,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Baie-d'Urfé,NA,1476,NA,381,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Beaconsfield,NA,4694,NA,236,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Côte-des-Neiges–Notre-Dame-de-Grâce,NA,41308,NA,241,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Côte-Saint-Luc,NA,8234,NA,247,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Dollard-Des Ormeaux,NA,13764,NA,272,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Dorval,NA,4913,NA,256,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Hampstead,NA,1770,NA,243,NA,NA,NA,NA
2015,Ordures ménagères éliminées,L'Île-Bizard–Sainte-Geneviève,NA,6046,NA,319,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Kirkland,NA,5310,NA,248,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Lachine,NA,13469,NA,302,NA,NA,NA,NA
2015,Ordures ménagères éliminées,LaSalle,NA,20022,NA,255,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Mercier–Hochelaga-Maisonneuve,NA,38254,NA,278,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Montréal-Est,NA,1547,NA,399,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Montréal-Nord,NA,27457,NA,312,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Montréal-Ouest,NA,1390,NA,266,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Mont-Royal,NA,5095,NA,247,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Outremont,NA,5969,NA,241,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Pierrefonds-Roxboro,NA,21529,NA,300,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Plateau-Mont-Royal (Le),NA,31013,NA,298,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Pointe-Claire,NA,6671,NA,212,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Rivière-des-Prairies–Pointe-aux-Trembles,NA,29325,NA,266,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Rosemont–La Petite-Patrie,NA,34956,NA,248,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Sainte-Anne-de-Bellevue,NA,1356,NA,271,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Saint-Laurent,NA,24758,NA,247,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Saint-Léonard,NA,23740,NA,294,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Senneville,NA,215,NA,234,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Sud-Ouest (Le),NA,20395,NA,270,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Verdun,NA,17041,NA,245,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Ville-Marie,NA,24138,NA,274,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Villeray–Saint-Michel–Parc-Extension,NA,42482,NA,287,NA,NA,NA,NA
2015,Ordures ménagères éliminées,Westmount,NA,5141,NA,252,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Agglomération de Montréal,NA,37270,NA,19,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville de Montréal,NA,33504,NA,19,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ahuntsic-Cartierville,NA,1937,NA,14,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Anjou,NA,106,NA,2,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Baie-d'Urfé,NA,49,NA,12,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Beaconsfield,NA,833,NA,42,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-des-Neiges–Notre-Dame-de-Grâce,NA,3647,NA,21,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Côte-Saint-Luc,NA,725,NA,22,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dollard-Des Ormeaux,NA,46,NA,1,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Dorval,NA,477,NA,25,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Hampstead,NA,43,NA,6,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",L'Île-Bizard–Sainte-Geneviève,NA,338,NA,18,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Kirkland,NA,563,NA,26,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Lachine,NA,8,NA,0,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",LaSalle,NA,3042,NA,39,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mercier–Hochelaga-Maisonneuve,NA,0,NA,0,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Est,NA,199,NA,51,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Nord,NA,21,NA,0,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Montréal-Ouest,NA,0,NA,0,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Mont-Royal,NA,284,NA,14,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Outremont,NA,1127,NA,46,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pierrefonds-Roxboro,NA,146,NA,2,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Plateau-Mont-Royal (Le),NA,249,NA,2,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Pointe-Claire,NA,262,NA,8,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rivière-des-Prairies–Pointe-aux-Trembles,NA,4342,NA,39,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Rosemont–La Petite-Patrie,NA,4391,NA,31,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sainte-Anne-de-Bellevue,NA,68,NA,14,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Laurent,NA,978,NA,10,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Saint-Léonard,NA,353,NA,4,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Senneville,NA,10,NA,11,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Sud-Ouest (Le),NA,6724,NA,89,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Verdun,NA,416,NA,6,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Ville-Marie,NA,2014,NA,23,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Villeray–Saint-Michel–Parc-Extension,NA,3664,NA,25,NA,NA,NA,NA
2015,"Résidus de construction, rénovation, démolition et encombrants éliminés",Westmount,NA,206,NA,10,NA,NA,NA,NA
2016,Matières recyclables,Agglomération de Montréal,303313,165324,60%,83,NA,NA,NA,NA
2016,Matières recyclables,Ville de Montréal,263481,141438,59%,81,NA,NA,NA,NA
2016,Matières recyclables,Ahuntsic-Cartierville,19074,9626,55%,71,NA,NA,NA,NA
2016,Matières recyclables,Anjou,6195,2929,52%,66,NA,NA,NA,NA
2016,Matières recyclables,Baie-d'Urfé,824,424,57%,109,NA,NA,NA,NA
2016,Matières recyclables,Beaconsfield,3379,2385,78%,120,NA,NA,NA,NA
2016,Matières recyclables,Côte-des-Neiges–Notre-Dame-de-Grâce,24149,12781,58%,74,NA,NA,NA,NA
2016,Matières recyclables,Côte-Saint-Luc,4582,2377,57%,70,NA,NA,NA,NA
2016,Matières recyclables,Dollard-Des Ormeaux,7766,4017,57%,79,NA,NA,NA,NA
2016,Matières recyclables,Dorval,3272,2026,68%,104,NA,NA,NA,NA
2016,Matières recyclables,Hampstead,1140,682,66%,94,NA,NA,NA,NA
2016,Matières recyclables,L'Île-Bizard–Sainte-Geneviève,3419,1879,60%,98,NA,NA,NA,NA
2016,Matières recyclables,Kirkland,3490,2312,73%,109,NA,NA,NA,NA
2016,Matières recyclables,Lachine,7224,3669,56%,82,NA,NA,NA,NA
2016,Matières recyclables,LaSalle,12151,6899,62%,87,NA,NA,NA,NA
2016,Matières recyclables,Mercier–Hochelaga-Maisonneuve,21746,11668,59%,84,NA,NA,NA,NA
2016,Matières recyclables,Montréal-Est,781,323,45%,84,NA,NA,NA,NA
2016,Matières recyclables,Montréal-Nord,12819,6526,56%,73,NA,NA,NA,NA
2016,Matières recyclables,Montréal-Ouest,844,484,63%,93,NA,NA,NA,NA
2016,Matières recyclables,Mont-Royal,3664,2249,67%,108,NA,NA,NA,NA
2016,Matières recyclables,Outremont,3914,2329,65%,93,NA,NA,NA,NA
2016,Matières recyclables,Pierrefonds-Roxboro,11282,5926,58%,82,NA,NA,NA,NA
2016,Matières recyclables,Plateau-Mont-Royal (Le),18163,9587,58%,91,NA,NA,NA,NA
2016,Matières recyclables,Pointe-Claire,5524,3819,76%,120,NA,NA,NA,NA
2016,Matières recyclables,Rivière-des-Prairies–Pointe-aux-Trembles,16762,9432,62%,84,NA,NA,NA,NA
2016,Matières recyclables,Rosemont–La Petite-Patrie,22501,13516,66%,95,NA,NA,NA,NA
2016,Matières recyclables,Sainte-Anne-de-Bellevue,948,587,68%,118,NA,NA,NA,NA
2016,Matières recyclables,Saint-Laurent,12909,7093,60%,70,NA,NA,NA,NA
2016,Matières recyclables,Saint-Léonard,11610,5665,54%,69,NA,NA,NA,NA
2016,Matières recyclables,Senneville,193,133,76%,143,NA,NA,NA,NA
2016,Matières recyclables,Sud-Ouest (Le),12349,6817,61%,87,NA,NA,NA,NA
2016,Matières recyclables,Verdun,11507,7042,67%,100,NA,NA,NA,NA
2016,Matières recyclables,Ville-Marie,15824,9157,64%,103,NA,NA,NA,NA
2016,Matières recyclables,Villeray–Saint-Michel–Parc-Extension,19882,8901,49%,60,NA,NA,NA,NA
2016,Matières recyclables,Westmount,3426,2069,66%,100,NA,NA,NA,NA
2016,Matières organiques,Agglomération de Montréal,362346,71125,20%,36,NA,NA,NA,NA
2016,Matières organiques,Ville de Montréal,302684,45116,15%,26,NA,NA,NA,NA
2016,Matières organiques,Ahuntsic-Cartierville,23780,3840,16%,28,NA,NA,NA,NA
2016,Matières organiques,Anjou,7500,608,8%,14,NA,NA,NA,NA
2016,Matières organiques,Baie-d'Urfé,1357,513,38%,132,NA,NA,NA,NA
2016,Matières organiques,Beaconsfield,6152,4052,66%,205,NA,NA,NA,NA
2016,Matières organiques,Côte-des-Neiges–Notre-Dame-de-Grâce,27602,3610,13%,21,NA,NA,NA,NA
2016,Matières organiques,Côte-Saint-Luc,6401,1746,27%,52,NA,NA,NA,NA
2016,Matières organiques,Dollard-Des Ormeaux,11726,3813,33%,75,NA,NA,NA,NA
2016,Matières organiques,Dorval,4175,1546,37%,80,NA,NA,NA,NA
2016,Matières organiques,Hampstead,1327,361,27%,50,NA,NA,NA,NA
2016,Matières organiques,L'Île-Bizard–Sainte-Geneviève,4532,1281,28%,67,NA,NA,NA,NA
2016,Matières organiques,Kirkland,5339,2852,53%,134,NA,NA,NA,NA
2016,Matières organiques,Lachine,8939,1436,16%,32,NA,NA,NA,NA
2016,Matières organiques,LaSalle,12314,1228,10%,15,NA,NA,NA,NA
2016,Matières organiques,Mercier–Hochelaga-Maisonneuve,24035,2765,12%,20,NA,NA,NA,NA
2016,Matières organiques,Montréal-Est,1061,95,9%,25,NA,NA,NA,NA
2016,Matières organiques,Montréal-Nord,15007,1725,11%,19,NA,NA,NA,NA
2016,Matières organiques,Montréal-Ouest,1208,450,37%,86,NA,NA,NA,NA
2016,Matières organiques,Mont-Royal,6111,3126,51%,150,NA,NA,NA,NA
2016,Matières organiques,Outremont,4633,1289,28%,51,NA,NA,NA,NA
2016,Matières organiques,Pierrefonds-Roxboro,13683,2379,17%,33,NA,NA,NA,NA
2016,Matières organiques,Plateau-Mont-Royal (Le),19064,965,5%,9,NA,NA,NA,NA
2016,Matières organiques,Pointe-Claire,8083,4483,55%,141,NA,NA,NA,NA
2016,Matières organiques,Rivière-des-Prairies–Pointe-aux-Trembles,21322,5852,27%,52,NA,NA,NA,NA
2016,Matières organiques,Rosemont–La Petite-Patrie,24461,5498,22%,39,NA,NA,NA,NA
2016,Matières organiques,Sainte-Anne-de-Bellevue,1161,400,34%,80,NA,NA,NA,NA
2016,Matières organiques,Saint-Laurent,16510,4235,26%,42,NA,NA,NA,NA
2016,Matières organiques,Saint-Léonard,14031,1483,11%,18,NA,NA,NA,NA
2016,Matières organiques,Senneville,361,234,65%,251,NA,NA,NA,NA
2016,Matières organiques,Sud-Ouest (Le),13688,2011,15%,26,NA,NA,NA,NA
2016,Matières organiques,Verdun,10920,1495,14%,21,NA,NA,NA,NA
2016,Matières organiques,Ville-Marie,14409,339,2%,4,NA,NA,NA,NA
2016,Matières organiques,Villeray–Saint-Michel–Parc-Extension,26253,3078,12%,21,NA,NA,NA,NA
2016,Matières organiques,Westmount,5200,2337,45%,113,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Agglomération de Montréal,227798,156574,69%,78,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Ville de Montréal,202334,140185,69%,80,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Ahuntsic-Cartierville,15859,11509,73%,84,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Anjou,3143,1955,62%,44,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Baie-d'Urfé,410,245,60%,63,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Beaconsfield,2740,1488,54%,75,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Côte-des-Neiges–Notre-Dame-de-Grâce,18819,13353,71%,77,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Côte-Saint-Luc,3854,2251,58%,67,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Dollard-Des Ormeaux,3758,2550,68%,50,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Dorval,3341,2457,74%,126,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",Hampstead,734,521,71%,72,NA,NA,NA,NA
2016,"Résidus de construction, rénovation, démolition et encombrants",L'Île-Bizard–Sainte-Geneviève,1675,853,51%,45,NA,NA,NA,NA
