OBJECTID,BIOMASS_GRID_ID,MNCPL_SOLID_WASTE_TOTAL_VOL,MNCPL_SOLID_WASTE_ORGANIC_VOL,MNCPL_SOLID_WASTE_PAPER_VOL
481,48492,573.9259462,229.5703785,149.220746
482,48496,636.1571607,254.4628643,165.4008618
483,48507,887.602481,355.0409924,230.7766451
484,48121,480.6458193,192.2583277,124.967913
485,47712,291.3398542,116.5359417,75.7483621
486,47315,371.1069309,148.4427724,96.48780204
487,46926,762.4741408,304.9896563,198.2432766
488,46927,784.2033467,313.6813387,203.8928701
489,46121,1408.98894,563.595576,366.3371244
490,46129,530.6649565,212.2659826,137.9728887
491,45718,4266.093491,1706.437397,1109.184308
492,44502,533.6266631,213.4506652,138.7429324
493,44089,533.6125387,213.4450155,138.73926
494,53480,243.5543886,97.42175545,63.32414104
495,53481,757.4969351,302.998774,196.9492031
496,52844,680.9811034,272.3924413,177.0550869
497,52192,235.3284546,94.13138185,61.1853982
498,52198,2204.950172,881.9800689,573.2870448
499,52199,14516.91066,5806.764263,3774.396771
500,52203,619.9278778,247.9711511,161.1812482
501,51855,905.8337505,362.3335002,235.5167751
502,51862,711.93008,284.772032,185.1018208
503,51873,356.4503259,142.5801304,92.67708473
504,51874,4133.16424,1653.265696,1074.622702
505,51516,434.6315326,173.852613,113.0041985
506,50811,224.3538402,89.7415361,58.33199846
507,50813,1178.392247,471.3568987,306.3819841
508,50447,549.7075479,219.8830192,142.9239625
509,46946,144.7035937,57.88143747,37.62293436
510,46541,2557.881982,1023.152793,665.0493154
511,54862,1326.268246,530.5072985,344.829744
512,54597,152.8572672,61.14290687,39.74288946
513,54608,19.35609091,7.742436363,5.032583636
514,54609,2717.689278,1087.075711,706.5992122
515,54610,4303.059979,1721.223992,1118.795595
516,54332,561.4932693,224.5973077,145.98825
517,54334,543.2695987,217.3078395,141.2500957
518,54335,27.1041769,10.84167076,7.047085995
519,38267,417.2487241,166.8994896,108.4846683
520,37857,398.8878659,159.5551464,103.7108451
521,37862,572.1041698,228.8416679,148.7470841
522,37863,330.3571722,132.1428689,85.89286476
523,37454,646.8723044,258.7489218,168.1867991
524,35081,2119.087002,847.6348006,550.9626204
525,33843,4188.515529,1675.406212,1089.014038
526,33844,4148.705467,1659.482187,1078.663421
527,33397,300.8305393,120.3322157,78.21594021
528,33408,926.6563601,370.6625441,240.9306536
529,33409,1716.078224,686.4312898,446.1803384
530,32965,1055.162386,422.0649543,274.3422203
531,32522,239.380988,95.75239521,62.23905688
532,31641,240.9352264,96.37409058,62.64315887
533,31202,1655.205451,662.0821804,430.3534173
534,30761,73.26739887,29.30695955,19.04952371
535,30311,232.0572546,92.82290185,60.3348862
536,30317,298.4749362,119.3899745,77.6034834
537,30333,1443.783563,577.5134254,375.3837265
538,29862,148.8368904,59.53475617,38.69759151
539,29403,1888.014676,755.2058705,490.8838158
540,28468,1773.515945,709.4063782,461.1141458
541,27998,1699.371194,679.7484777,441.8365105
542,27999,800.4328369,320.1731347,208.1125376
543,27528,2459.176301,983.6705203,639.3858382
544,25120,756.524544,302.6098176,196.6963814
545,24655,17.20373955,6.881495822,4.472972284
546,30334,249.8029895,99.92119581,64.94877727
547,27085,126.3779895,50.55119578,32.85827726
548,26604,1352.928116,541.1712462,351.76131
549,42831,679.1088186,271.6435274,176.5682928
550,42418,292.2066672,116.8826669,75.97373347
551,41996,110.1090961,44.04363844,28.62836499
552,41150,356.9635422,142.7854169,92.81052098
553,40737,906.487672,362.5950688,235.6867947
554,40747,974.5155468,389.8062187,253.3740422
555,40324,20657.39836,8262.959346,5370.923575
556,40325,49227.63079,19691.05232,12799.18401
557,40326,0.001500993,0.000600397,0.000390258
558,40335,707.2901659,282.9160664,183.8954431
559,39906,23.9226238,9.569049519,6.219882187
560,39907,733.4810464,293.3924186,190.7050721
561,39915,3630.590102,1452.236041,943.9534264
562,39916,10915.05952,4366.02381,2837.915476
563,39507,14.61517507,5.84607003,3.799945519
564,39508,4589.036442,1835.614577,1193.149475
565,39509,1970.286881,788.1147526,512.2745892
566,39095,418.8314482,167.5325793,108.8961765
567,39096,496.2438517,198.4975407,129.0234014
568,39098,306.380623,122.5522492,79.65896198
569,37882,484.7337892,193.8935157,126.0307852
570,37072,470.1964162,188.0785665,122.2510682
571,37091,225.5975204,90.23900815,58.65535529
572,36681,5559.611931,2223.844772,1445.499102
573,36700,140.6708988,56.26835954,36.5744337
574,35918,7184.901564,2873.960626,1868.074407
575,35919,4531.475181,1812.590072,1178.183547
576,35518,451.7779533,180.7111813,117.4622679
577,16772,1876.40949,750.5637961,487.8664675
578,16389,12222.74025,4889.096099,3177.912464
579,16390,5839.63802,2335.855208,1518.305885
580,16003,1803.99823,721.599292,469.0395398
581,16004,235.319722,94.12788879,61.18312771
582,43670,324.7749118,129.9099647,84.44147706
583,42840,623.0751465,249.2300586,161.9995381
584,42005,354.7012402,141.8804961,92.22232246
585,42022,1364.590118,545.8360471,354.7934306
586,38310,438.944508,175.5778032,114.1255721
587,37893,1193.907545,477.5630179,310.4159616
588,37894,673.3469915,269.3387966,175.0702178
589,37897,1104.114051,441.6456205,287.0696533
590,37492,122.0503396,48.82013586,31.73308831
591,37493,70.16540944,28.06616378,18.24300645
